"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"6764","Male","2011","Laois","Zimbabwe",34
"6765","Female","2011","Laois","Zimbabwe",47
"6766","Both sexes","2011","Longford","Zimbabwe",18
"6767","Male","2011","Longford","Zimbabwe",10
"6768","Female","2011","Longford","Zimbabwe",8
"6769","Both sexes","2011","Louth","Zimbabwe",94
"6770","Male","2011","Louth","Zimbabwe",43
"6771","Female","2011","Louth","Zimbabwe",51
"6772","Both sexes","2011","Meath","Zimbabwe",174
"6773","Male","2011","Meath","Zimbabwe",80
"6774","Female","2011","Meath","Zimbabwe",94
"6775","Both sexes","2011","Offaly","Zimbabwe",15
"6776","Male","2011","Offaly","Zimbabwe",8
"6777","Female","2011","Offaly","Zimbabwe",7
"6778","Both sexes","2011","Westmeath","Zimbabwe",63
"6779","Male","2011","Westmeath","Zimbabwe",28
"6780","Female","2011","Westmeath","Zimbabwe",35
"6781","Both sexes","2011","Wexford","Zimbabwe",30
"6782","Male","2011","Wexford","Zimbabwe",15
"6783","Female","2011","Wexford","Zimbabwe",15
"6784","Both sexes","2011","Wicklow","Zimbabwe",102
"6785","Male","2011","Wicklow","Zimbabwe",41
"6786","Female","2011","Wicklow","Zimbabwe",61
"6787","Both sexes","2011","Munster","Zimbabwe",599
"6788","Male","2011","Munster","Zimbabwe",299
"6789","Female","2011","Munster","Zimbabwe",300
"6790","Both sexes","2011","Clare","Zimbabwe",68
"6791","Male","2011","Clare","Zimbabwe",36
"6792","Female","2011","Clare","Zimbabwe",32
"6793","Both sexes","2011","Cork","Zimbabwe",290
"6794","Male","2011","Cork","Zimbabwe",139
"6795","Female","2011","Cork","Zimbabwe",151
"6796","Both sexes","2011","Cork City","Zimbabwe",54
"6797","Male","2011","Cork City","Zimbabwe",29
"6798","Female","2011","Cork City","Zimbabwe",25
"6799","Both sexes","2011","Cork County","Zimbabwe",236
"6800","Male","2011","Cork County","Zimbabwe",110
"6801","Female","2011","Cork County","Zimbabwe",126
"6802","Both sexes","2011","Kerry","Zimbabwe",63
"6803","Male","2011","Kerry","Zimbabwe",32
"6804","Female","2011","Kerry","Zimbabwe",31
"6805","Both sexes","2011","Limerick","Zimbabwe",68
"6806","Male","2011","Limerick","Zimbabwe",36
"6807","Female","2011","Limerick","Zimbabwe",32
"6808","Both sexes","2011","Limerick City","Zimbabwe",28
"6809","Male","2011","Limerick City","Zimbabwe",19
"6810","Female","2011","Limerick City","Zimbabwe",9
"6811","Both sexes","2011","Limerick County","Zimbabwe",40
"6812","Male","2011","Limerick County","Zimbabwe",17
"6813","Female","2011","Limerick County","Zimbabwe",23
"6814","Both sexes","2011","North Tipperary","Zimbabwe",22
"6815","Male","2011","North Tipperary","Zimbabwe",10
"6816","Female","2011","North Tipperary","Zimbabwe",12
"6817","Both sexes","2011","South Tipperary","Zimbabwe",24
"6818","Male","2011","South Tipperary","Zimbabwe",15
"6819","Female","2011","South Tipperary","Zimbabwe",9
"6820","Both sexes","2011","Waterford","Zimbabwe",64
"6821","Male","2011","Waterford","Zimbabwe",31
"6822","Female","2011","Waterford","Zimbabwe",33
"6823","Both sexes","2011","Waterford City","Zimbabwe",28
"6824","Male","2011","Waterford City","Zimbabwe",12
"6825","Female","2011","Waterford City","Zimbabwe",16
"6826","Both sexes","2011","Waterford County","Zimbabwe",36
"6827","Male","2011","Waterford County","Zimbabwe",19
"6828","Female","2011","Waterford County","Zimbabwe",17
"6829","Both sexes","2011","Connacht","Zimbabwe",299
"6830","Male","2011","Connacht","Zimbabwe",147
"6831","Female","2011","Connacht","Zimbabwe",152
"6832","Both sexes","2011","Galway","Zimbabwe",196
"6833","Male","2011","Galway","Zimbabwe",99
"6834","Female","2011","Galway","Zimbabwe",97
"6835","Both sexes","2011","Galway City","Zimbabwe",113
"6836","Male","2011","Galway City","Zimbabwe",53
"6837","Female","2011","Galway City","Zimbabwe",60
"6838","Both sexes","2011","Galway County","Zimbabwe",83
"6839","Male","2011","Galway County","Zimbabwe",46
"6840","Female","2011","Galway County","Zimbabwe",37
"6841","Both sexes","2011","Leitrim","Zimbabwe",10
"6842","Male","2011","Leitrim","Zimbabwe",5
"6843","Female","2011","Leitrim","Zimbabwe",5
"6844","Both sexes","2011","Mayo","Zimbabwe",34
"6845","Male","2011","Mayo","Zimbabwe",9
"6846","Female","2011","Mayo","Zimbabwe",25
"6847","Both sexes","2011","Roscommon","Zimbabwe",18
"6848","Male","2011","Roscommon","Zimbabwe",11
"6849","Female","2011","Roscommon","Zimbabwe",7
"6850","Both sexes","2011","Sligo","Zimbabwe",41
"6851","Male","2011","Sligo","Zimbabwe",23
"6852","Female","2011","Sligo","Zimbabwe",18
"6853","Both sexes","2011","Ulster (part of)","Zimbabwe",78
"6854","Male","2011","Ulster (part of)","Zimbabwe",32
"6855","Female","2011","Ulster (part of)","Zimbabwe",46
"6856","Both sexes","2011","Cavan","Zimbabwe",24
"6857","Male","2011","Cavan","Zimbabwe",9
"6858","Female","2011","Cavan","Zimbabwe",15
"6859","Both sexes","2011","Donegal","Zimbabwe",36
"6860","Male","2011","Donegal","Zimbabwe",16
"6861","Female","2011","Donegal","Zimbabwe",20
"6862","Both sexes","2011","Monaghan","Zimbabwe",18
"6863","Male","2011","Monaghan","Zimbabwe",7
"6864","Female","2011","Monaghan","Zimbabwe",11
"6865","Both sexes","2011","State","Other Africa (4)",18538
"6866","Male","2011","State","Other Africa (4)",10122
"6867","Female","2011","State","Other Africa (4)",8416
"6868","Both sexes","2011","Leinster","Other Africa (4)",12242
"6869","Male","2011","Leinster","Other Africa (4)",6585
"6870","Female","2011","Leinster","Other Africa (4)",5657
"6871","Both sexes","2011","Carlow","Other Africa (4)",150
"6872","Male","2011","Carlow","Other Africa (4)",83
"6873","Female","2011","Carlow","Other Africa (4)",67
"6874","Both sexes","2011","Dublin","Other Africa (4)",8769
"6875","Male","2011","Dublin","Other Africa (4)",4771
"6876","Female","2011","Dublin","Other Africa (4)",3998
"6877","Both sexes","2011","Dublin City","Other Africa (4)",3185
"6878","Male","2011","Dublin City","Other Africa (4)",1995
"6879","Female","2011","Dublin City","Other Africa (4)",1190
"6880","Both sexes","2011","Dún Laoghaire-Rathdown","Other Africa (4)",947
"6881","Male","2011","Dún Laoghaire-Rathdown","Other Africa (4)",487
"6882","Female","2011","Dún Laoghaire-Rathdown","Other Africa (4)",460
"6883","Both sexes","2011","Fingal","Other Africa (4)",2547
"6884","Male","2011","Fingal","Other Africa (4)",1272
"6885","Female","2011","Fingal","Other Africa (4)",1275
"6886","Both sexes","2011","South Dublin","Other Africa (4)",2090
"6887","Male","2011","South Dublin","Other Africa (4)",1017
"6888","Female","2011","South Dublin","Other Africa (4)",1073
"6889","Both sexes","2011","Kildare","Other Africa (4)",726
"6890","Male","2011","Kildare","Other Africa (4)",369
"6891","Female","2011","Kildare","Other Africa (4)",357
"6892","Both sexes","2011","Kilkenny","Other Africa (4)",243
"6893","Male","2011","Kilkenny","Other Africa (4)",138
"6894","Female","2011","Kilkenny","Other Africa (4)",105
"6895","Both sexes","2011","Laois","Other Africa (4)",339
"6896","Male","2011","Laois","Other Africa (4)",166
"6897","Female","2011","Laois","Other Africa (4)",173
"6898","Both sexes","2011","Longford","Other Africa (4)",137
"6899","Male","2011","Longford","Other Africa (4)",71
"6900","Female","2011","Longford","Other Africa (4)",66
"6901","Both sexes","2011","Louth","Other Africa (4)",446
"6902","Male","2011","Louth","Other Africa (4)",233
"6903","Female","2011","Louth","Other Africa (4)",213
"6904","Both sexes","2011","Meath","Other Africa (4)",543
"6905","Male","2011","Meath","Other Africa (4)",272
"6906","Female","2011","Meath","Other Africa (4)",271
"6907","Both sexes","2011","Offaly","Other Africa (4)",145
"6908","Male","2011","Offaly","Other Africa (4)",84
"6909","Female","2011","Offaly","Other Africa (4)",61
"6910","Both sexes","2011","Westmeath","Other Africa (4)",266
"6911","Male","2011","Westmeath","Other Africa (4)",137
"6912","Female","2011","Westmeath","Other Africa (4)",129
"6913","Both sexes","2011","Wexford","Other Africa (4)",208
"6914","Male","2011","Wexford","Other Africa (4)",128
"6915","Female","2011","Wexford","Other Africa (4)",80
"6916","Both sexes","2011","Wicklow","Other Africa (4)",270
"6917","Male","2011","Wicklow","Other Africa (4)",133
"6918","Female","2011","Wicklow","Other Africa (4)",137
"6919","Both sexes","2011","Munster","Other Africa (4)",4157
"6920","Male","2011","Munster","Other Africa (4)",2409
"6921","Female","2011","Munster","Other Africa (4)",1748
"6922","Both sexes","2011","Clare","Other Africa (4)",477
"6923","Male","2011","Clare","Other Africa (4)",269
"6924","Female","2011","Clare","Other Africa (4)",208
"6925","Both sexes","2011","Cork","Other Africa (4)",1840
"6926","Male","2011","Cork","Other Africa (4)",1052
"6927","Female","2011","Cork","Other Africa (4)",788
"6928","Both sexes","2011","Cork City","Other Africa (4)",596
"6929","Male","2011","Cork City","Other Africa (4)",386
"6930","Female","2011","Cork City","Other Africa (4)",210
"6931","Both sexes","2011","Cork County","Other Africa (4)",1244
"6932","Male","2011","Cork County","Other Africa (4)",666
"6933","Female","2011","Cork County","Other Africa (4)",578
"6934","Both sexes","2011","Kerry","Other Africa (4)",289
"6935","Male","2011","Kerry","Other Africa (4)",182
"6936","Female","2011","Kerry","Other Africa (4)",107
"6937","Both sexes","2011","Limerick","Other Africa (4)",787
"6938","Male","2011","Limerick","Other Africa (4)",492
"6939","Female","2011","Limerick","Other Africa (4)",295
"6940","Both sexes","2011","Limerick City","Other Africa (4)",412
"6941","Male","2011","Limerick City","Other Africa (4)",274
"6942","Female","2011","Limerick City","Other Africa (4)",138
"6943","Both sexes","2011","Limerick County","Other Africa (4)",375
"6944","Male","2011","Limerick County","Other Africa (4)",218
"6945","Female","2011","Limerick County","Other Africa (4)",157
"6946","Both sexes","2011","North Tipperary","Other Africa (4)",64
"6947","Male","2011","North Tipperary","Other Africa (4)",33
"6948","Female","2011","North Tipperary","Other Africa (4)",31
"6949","Both sexes","2011","South Tipperary","Other Africa (4)",204
"6950","Male","2011","South Tipperary","Other Africa (4)",111
"6951","Female","2011","South Tipperary","Other Africa (4)",93
"6952","Both sexes","2011","Waterford","Other Africa (4)",496
"6953","Male","2011","Waterford","Other Africa (4)",270
"6954","Female","2011","Waterford","Other Africa (4)",226
"6955","Both sexes","2011","Waterford City","Other Africa (4)",364
"6956","Male","2011","Waterford City","Other Africa (4)",199
"6957","Female","2011","Waterford City","Other Africa (4)",165
"6958","Both sexes","2011","Waterford County","Other Africa (4)",132
"6959","Male","2011","Waterford County","Other Africa (4)",71
"6960","Female","2011","Waterford County","Other Africa (4)",61
"6961","Both sexes","2011","Connacht","Other Africa (4)",1509
"6962","Male","2011","Connacht","Other Africa (4)",803
"6963","Female","2011","Connacht","Other Africa (4)",706
"6964","Both sexes","2011","Galway","Other Africa (4)",970
"6965","Male","2011","Galway","Other Africa (4)",516
"6966","Female","2011","Galway","Other Africa (4)",454
"6967","Both sexes","2011","Galway City","Other Africa (4)",714
"6968","Male","2011","Galway City","Other Africa (4)",381
"6969","Female","2011","Galway City","Other Africa (4)",333
"6970","Both sexes","2011","Galway County","Other Africa (4)",256
"6971","Male","2011","Galway County","Other Africa (4)",135
"6972","Female","2011","Galway County","Other Africa (4)",121
"6973","Both sexes","2011","Leitrim","Other Africa (4)",32
"6974","Male","2011","Leitrim","Other Africa (4)",17
"6975","Female","2011","Leitrim","Other Africa (4)",15
"6976","Both sexes","2011","Mayo","Other Africa (4)",252
"6977","Male","2011","Mayo","Other Africa (4)",125
"6978","Female","2011","Mayo","Other Africa (4)",127
"6979","Both sexes","2011","Roscommon","Other Africa (4)",82
"6980","Male","2011","Roscommon","Other Africa (4)",42
"6981","Female","2011","Roscommon","Other Africa (4)",40
"6982","Both sexes","2011","Sligo","Other Africa (4)",173
"6983","Male","2011","Sligo","Other Africa (4)",103
"6984","Female","2011","Sligo","Other Africa (4)",70
"6985","Both sexes","2011","Ulster (part of)","Other Africa (4)",630
"6986","Male","2011","Ulster (part of)","Other Africa (4)",325
"6987","Female","2011","Ulster (part of)","Other Africa (4)",305
"6988","Both sexes","2011","Cavan","Other Africa (4)",137
"6989","Male","2011","Cavan","Other Africa (4)",74
"6990","Female","2011","Cavan","Other Africa (4)",63
"6991","Both sexes","2011","Donegal","Other Africa (4)",368
"6992","Male","2011","Donegal","Other Africa (4)",197
"6993","Female","2011","Donegal","Other Africa (4)",171
"6994","Both sexes","2011","Monaghan","Other Africa (4)",125
"6995","Male","2011","Monaghan","Other Africa (4)",54
"6996","Female","2011","Monaghan","Other Africa (4)",71
"6997","Both sexes","2011","State","Africa (2)",54419
"6998","Male","2011","State","Africa (2)",27345
"6999","Female","2011","State","Africa (2)",27074
"7000","Both sexes","2011","Leinster","Africa (2)",38665
"7001","Male","2011","Leinster","Africa (2)",19308
"7002","Female","2011","Leinster","Africa (2)",19357
"7003","Both sexes","2011","Carlow","Africa (2)",429
"7004","Male","2011","Carlow","Africa (2)",229
"7005","Female","2011","Carlow","Africa (2)",200
"7006","Both sexes","2011","Dublin","Africa (2)",25116
"7007","Male","2011","Dublin","Africa (2)",12693
"7008","Female","2011","Dublin","Africa (2)",12423
"7009","Both sexes","2011","Dublin City","Africa (2)",7757
"7010","Male","2011","Dublin City","Africa (2)",4469
"7011","Female","2011","Dublin City","Africa (2)",3288
"7012","Both sexes","2011","Dún Laoghaire-Rathdown","Africa (2)",2211
"7013","Male","2011","Dún Laoghaire-Rathdown","Africa (2)",1084
"7014","Female","2011","Dún Laoghaire-Rathdown","Africa (2)",1127
"7015","Both sexes","2011","Fingal","Africa (2)",8482
"7016","Male","2011","Fingal","Africa (2)",3999
"7017","Female","2011","Fingal","Africa (2)",4483
"7018","Both sexes","2011","South Dublin","Africa (2)",6666
"7019","Male","2011","South Dublin","Africa (2)",3141
"7020","Female","2011","South Dublin","Africa (2)",3525
"7021","Both sexes","2011","Kildare","Africa (2)",2939
"7022","Male","2011","Kildare","Africa (2)",1430
"7023","Female","2011","Kildare","Africa (2)",1509
"7024","Both sexes","2011","Kilkenny","Africa (2)",606
"7025","Male","2011","Kilkenny","Africa (2)",325
"7026","Female","2011","Kilkenny","Africa (2)",281
"7027","Both sexes","2011","Laois","Africa (2)",1155
"7028","Male","2011","Laois","Africa (2)",525
"7029","Female","2011","Laois","Africa (2)",630
"7030","Both sexes","2011","Longford","Africa (2)",605
"7031","Male","2011","Longford","Africa (2)",291
"7032","Female","2011","Longford","Africa (2)",314
"7033","Both sexes","2011","Louth","Africa (2)",2363
"7034","Male","2011","Louth","Africa (2)",1142
"7035","Female","2011","Louth","Africa (2)",1221
"7036","Both sexes","2011","Meath","Africa (2)",2502
"7037","Male","2011","Meath","Africa (2)",1174
"7038","Female","2011","Meath","Africa (2)",1328
"7039","Both sexes","2011","Offaly","Africa (2)",438
"7040","Male","2011","Offaly","Africa (2)",224
"7041","Female","2011","Offaly","Africa (2)",214
"7042","Both sexes","2011","Westmeath","Africa (2)",1003
"7043","Male","2011","Westmeath","Africa (2)",480
"7044","Female","2011","Westmeath","Africa (2)",523
"7045","Both sexes","2011","Wexford","Africa (2)",572
"7046","Male","2011","Wexford","Africa (2)",326
"7047","Female","2011","Wexford","Africa (2)",246
"7048","Both sexes","2011","Wicklow","Africa (2)",937
"7049","Male","2011","Wicklow","Africa (2)",469
"7050","Female","2011","Wicklow","Africa (2)",468
"7051","Both sexes","2011","Munster","Africa (2)",10101
"7052","Male","2011","Munster","Africa (2)",5286
"7053","Female","2011","Munster","Africa (2)",4815
"7054","Both sexes","2011","Clare","Africa (2)",1207
"7055","Male","2011","Clare","Africa (2)",615
"7056","Female","2011","Clare","Africa (2)",592
"7057","Both sexes","2011","Cork","Africa (2)",4763
"7058","Male","2011","Cork","Africa (2)",2462
"7059","Female","2011","Cork","Africa (2)",2301
"7060","Both sexes","2011","Cork City","Africa (2)",1062
"7061","Male","2011","Cork City","Africa (2)",646
"7062","Female","2011","Cork City","Africa (2)",416
"7063","Both sexes","2011","Cork County","Africa (2)",3701
"7064","Male","2011","Cork County","Africa (2)",1816
"7065","Female","2011","Cork County","Africa (2)",1885
"7066","Both sexes","2011","Kerry","Africa (2)",798
"7067","Male","2011","Kerry","Africa (2)",423
"7068","Female","2011","Kerry","Africa (2)",375
"7069","Both sexes","2011","Limerick","Africa (2)",1463
"7070","Male","2011","Limerick","Africa (2)",849
"7071","Female","2011","Limerick","Africa (2)",614
"7072","Both sexes","2011","Limerick City","Africa (2)",628
"7073","Male","2011","Limerick City","Africa (2)",402
"7074","Female","2011","Limerick City","Africa (2)",226
"7075","Both sexes","2011","Limerick County","Africa (2)",835
"7076","Male","2011","Limerick County","Africa (2)",447
"7077","Female","2011","Limerick County","Africa (2)",388
"7078","Both sexes","2011","North Tipperary","Africa (2)",222
"7079","Male","2011","North Tipperary","Africa (2)",116
"7080","Female","2011","North Tipperary","Africa (2)",106
"7081","Both sexes","2011","South Tipperary","Africa (2)",401
"7082","Male","2011","South Tipperary","Africa (2)",204
"7083","Female","2011","South Tipperary","Africa (2)",197
"7084","Both sexes","2011","Waterford","Africa (2)",1247
"7085","Male","2011","Waterford","Africa (2)",617
"7086","Female","2011","Waterford","Africa (2)",630
"7087","Both sexes","2011","Waterford City","Africa (2)",835
"7088","Male","2011","Waterford City","Africa (2)",430
"7089","Female","2011","Waterford City","Africa (2)",405
"7090","Both sexes","2011","Waterford County","Africa (2)",412
"7091","Male","2011","Waterford County","Africa (2)",187
"7092","Female","2011","Waterford County","Africa (2)",225
"7093","Both sexes","2011","Connacht","Africa (2)",4014
"7094","Male","2011","Connacht","Africa (2)",1931
"7095","Female","2011","Connacht","Africa (2)",2083
"7096","Both sexes","2011","Galway","Africa (2)",2633
"7097","Male","2011","Galway","Africa (2)",1280
"7098","Female","2011","Galway","Africa (2)",1353
"7099","Both sexes","2011","Galway City","Africa (2)",1878
"7100","Male","2011","Galway City","Africa (2)",911
"7101","Female","2011","Galway City","Africa (2)",967
"7102","Both sexes","2011","Galway County","Africa (2)",755
"7103","Male","2011","Galway County","Africa (2)",369
"7104","Female","2011","Galway County","Africa (2)",386
"7105","Both sexes","2011","Leitrim","Africa (2)",106
"7106","Male","2011","Leitrim","Africa (2)",53
"7107","Female","2011","Leitrim","Africa (2)",53
"7108","Both sexes","2011","Mayo","Africa (2)",564
"7109","Male","2011","Mayo","Africa (2)",245
"7110","Female","2011","Mayo","Africa (2)",319
"7111","Both sexes","2011","Roscommon","Africa (2)",320
"7112","Male","2011","Roscommon","Africa (2)",138
"7113","Female","2011","Roscommon","Africa (2)",182
"7114","Both sexes","2011","Sligo","Africa (2)",391
"7115","Male","2011","Sligo","Africa (2)",215
"7116","Female","2011","Sligo","Africa (2)",176
"7117","Both sexes","2011","Ulster (part of)","Africa (2)",1639
"7118","Male","2011","Ulster (part of)","Africa (2)",820
"7119","Female","2011","Ulster (part of)","Africa (2)",819
"7120","Both sexes","2011","Cavan","Africa (2)",567
"7121","Male","2011","Cavan","Africa (2)",294
"7122","Female","2011","Cavan","Africa (2)",273
"7123","Both sexes","2011","Donegal","Africa (2)",754
"7124","Male","2011","Donegal","Africa (2)",385
"7125","Female","2011","Donegal","Africa (2)",369
"7126","Both sexes","2011","Monaghan","Africa (2)",318
"7127","Male","2011","Monaghan","Africa (2)",141
"7128","Female","2011","Monaghan","Africa (2)",177
"7129","Both sexes","2011","State","Other Asian countries (2)",19138
"7130","Male","2011","State","Other Asian countries (2)",9396
"7131","Female","2011","State","Other Asian countries (2)",9742
"7132","Both sexes","2011","Leinster","Other Asian countries (2)",13158
"7133","Male","2011","Leinster","Other Asian countries (2)",6395
"7134","Female","2011","Leinster","Other Asian countries (2)",6763
"7135","Both sexes","2011","Carlow","Other Asian countries (2)",168
"7136","Male","2011","Carlow","Other Asian countries (2)",71
"7137","Female","2011","Carlow","Other Asian countries (2)",97
"7138","Both sexes","2011","Dublin","Other Asian countries (2)",10125
"7139","Male","2011","Dublin","Other Asian countries (2)",5003
"7140","Female","2011","Dublin","Other Asian countries (2)",5122
"7141","Both sexes","2011","Dublin City","Other Asian countries (2)",4879
"7142","Male","2011","Dublin City","Other Asian countries (2)",2483
"7143","Female","2011","Dublin City","Other Asian countries (2)",2396
"7144","Both sexes","2011","Dún Laoghaire-Rathdown","Other Asian countries (2)",1636
"7145","Male","2011","Dún Laoghaire-Rathdown","Other Asian countries (2)",757
"7146","Female","2011","Dún Laoghaire-Rathdown","Other Asian countries (2)",879
"7147","Both sexes","2011","Fingal","Other Asian countries (2)",1762
"7148","Male","2011","Fingal","Other Asian countries (2)",861
"7149","Female","2011","Fingal","Other Asian countries (2)",901
"7150","Both sexes","2011","South Dublin","Other Asian countries (2)",1848
"7151","Male","2011","South Dublin","Other Asian countries (2)",902
"7152","Female","2011","South Dublin","Other Asian countries (2)",946
"7153","Both sexes","2011","Kildare","Other Asian countries (2)",539
"7154","Male","2011","Kildare","Other Asian countries (2)",242
"7155","Female","2011","Kildare","Other Asian countries (2)",297
"7156","Both sexes","2011","Kilkenny","Other Asian countries (2)",175
"7157","Male","2011","Kilkenny","Other Asian countries (2)",88
"7158","Female","2011","Kilkenny","Other Asian countries (2)",87
"7159","Both sexes","2011","Laois","Other Asian countries (2)",294
"7160","Male","2011","Laois","Other Asian countries (2)",142
"7161","Female","2011","Laois","Other Asian countries (2)",152
"7162","Both sexes","2011","Longford","Other Asian countries (2)",64
"7163","Male","2011","Longford","Other Asian countries (2)",32
"7164","Female","2011","Longford","Other Asian countries (2)",32
"7165","Both sexes","2011","Louth","Other Asian countries (2)",309
"7166","Male","2011","Louth","Other Asian countries (2)",136
"7167","Female","2011","Louth","Other Asian countries (2)",173
"7168","Both sexes","2011","Meath","Other Asian countries (2)",410
"7169","Male","2011","Meath","Other Asian countries (2)",170
"7170","Female","2011","Meath","Other Asian countries (2)",240
"7171","Both sexes","2011","Offaly","Other Asian countries (2)",95
"7172","Male","2011","Offaly","Other Asian countries (2)",42
"7173","Female","2011","Offaly","Other Asian countries (2)",53
"7174","Both sexes","2011","Westmeath","Other Asian countries (2)",392
"7175","Male","2011","Westmeath","Other Asian countries (2)",217
"7176","Female","2011","Westmeath","Other Asian countries (2)",175
"7177","Both sexes","2011","Wexford","Other Asian countries (2)",264
"7178","Male","2011","Wexford","Other Asian countries (2)",111
"7179","Female","2011","Wexford","Other Asian countries (2)",153
"7180","Both sexes","2011","Wicklow","Other Asian countries (2)",323
"7181","Male","2011","Wicklow","Other Asian countries (2)",141
"7182","Female","2011","Wicklow","Other Asian countries (2)",182
"7183","Both sexes","2011","Munster","Other Asian countries (2)",3832
"7184","Male","2011","Munster","Other Asian countries (2)",1904
"7185","Female","2011","Munster","Other Asian countries (2)",1928
"7186","Both sexes","2011","Clare","Other Asian countries (2)",286
"7187","Male","2011","Clare","Other Asian countries (2)",144
"7188","Female","2011","Clare","Other Asian countries (2)",142
"7189","Both sexes","2011","Cork","Other Asian countries (2)",1743
"7190","Male","2011","Cork","Other Asian countries (2)",784
"7191","Female","2011","Cork","Other Asian countries (2)",959
"7192","Both sexes","2011","Cork City","Other Asian countries (2)",705
"7193","Male","2011","Cork City","Other Asian countries (2)",371
"7194","Female","2011","Cork City","Other Asian countries (2)",334
"7195","Both sexes","2011","Cork County","Other Asian countries (2)",1038
"7196","Male","2011","Cork County","Other Asian countries (2)",413
"7197","Female","2011","Cork County","Other Asian countries (2)",625
"7198","Both sexes","2011","Kerry","Other Asian countries (2)",384
"7199","Male","2011","Kerry","Other Asian countries (2)",214
"7200","Female","2011","Kerry","Other Asian countries (2)",170
"7201","Both sexes","2011","Limerick","Other Asian countries (2)",670
"7202","Male","2011","Limerick","Other Asian countries (2)",375
"7203","Female","2011","Limerick","Other Asian countries (2)",295
"7204","Both sexes","2011","Limerick City","Other Asian countries (2)",358
"7205","Male","2011","Limerick City","Other Asian countries (2)",227
"7206","Female","2011","Limerick City","Other Asian countries (2)",131
"7207","Both sexes","2011","Limerick County","Other Asian countries (2)",312
"7208","Male","2011","Limerick County","Other Asian countries (2)",148
"7209","Female","2011","Limerick County","Other Asian countries (2)",164
"7210","Both sexes","2011","North Tipperary","Other Asian countries (2)",95
"7211","Male","2011","North Tipperary","Other Asian countries (2)",47
"7212","Female","2011","North Tipperary","Other Asian countries (2)",48
"7213","Both sexes","2011","South Tipperary","Other Asian countries (2)",182
"7214","Male","2011","South Tipperary","Other Asian countries (2)",82
"7215","Female","2011","South Tipperary","Other Asian countries (2)",100
"7216","Both sexes","2011","Waterford","Other Asian countries (2)",472
"7217","Male","2011","Waterford","Other Asian countries (2)",258
"7218","Female","2011","Waterford","Other Asian countries (2)",214
"7219","Both sexes","2011","Waterford City","Other Asian countries (2)",347
"7220","Male","2011","Waterford City","Other Asian countries (2)",203
"7221","Female","2011","Waterford City","Other Asian countries (2)",144
"7222","Both sexes","2011","Waterford County","Other Asian countries (2)",125
"7223","Male","2011","Waterford County","Other Asian countries (2)",55
"7224","Female","2011","Waterford County","Other Asian countries (2)",70
"7225","Both sexes","2011","Connacht","Other Asian countries (2)",1718
"7226","Male","2011","Connacht","Other Asian countries (2)",891
"7227","Female","2011","Connacht","Other Asian countries (2)",827
"7228","Both sexes","2011","Galway","Other Asian countries (2)",908
"7229","Male","2011","Galway","Other Asian countries (2)",473
"7230","Female","2011","Galway","Other Asian countries (2)",435
"7231","Both sexes","2011","Galway City","Other Asian countries (2)",602
"7232","Male","2011","Galway City","Other Asian countries (2)",338
"7233","Female","2011","Galway City","Other Asian countries (2)",264
"7234","Both sexes","2011","Galway County","Other Asian countries (2)",306
"7235","Male","2011","Galway County","Other Asian countries (2)",135
"7236","Female","2011","Galway County","Other Asian countries (2)",171
"7237","Both sexes","2011","Leitrim","Other Asian countries (2)",116
"7238","Male","2011","Leitrim","Other Asian countries (2)",56
"7239","Female","2011","Leitrim","Other Asian countries (2)",60
"7240","Both sexes","2011","Mayo","Other Asian countries (2)",384
"7241","Male","2011","Mayo","Other Asian countries (2)",195
"7242","Female","2011","Mayo","Other Asian countries (2)",189
"7243","Both sexes","2011","Roscommon","Other Asian countries (2)",74
"7244","Male","2011","Roscommon","Other Asian countries (2)",37
"7245","Female","2011","Roscommon","Other Asian countries (2)",37
"7246","Both sexes","2011","Sligo","Other Asian countries (2)",236
"7247","Male","2011","Sligo","Other Asian countries (2)",130
"7248","Female","2011","Sligo","Other Asian countries (2)",106
"7249","Both sexes","2011","Ulster (part of)","Other Asian countries (2)",430
"7250","Male","2011","Ulster (part of)","Other Asian countries (2)",206
"7251","Female","2011","Ulster (part of)","Other Asian countries (2)",224
"7252","Both sexes","2011","Cavan","Other Asian countries (2)",115
"7253","Male","2011","Cavan","Other Asian countries (2)",55
"7254","Female","2011","Cavan","Other Asian countries (2)",60
"7255","Both sexes","2011","Donegal","Other Asian countries (2)",222
"7256","Male","2011","Donegal","Other Asian countries (2)",105
"7257","Female","2011","Donegal","Other Asian countries (2)",117
"7258","Both sexes","2011","Monaghan","Other Asian countries (2)",93
"7259","Male","2011","Monaghan","Other Asian countries (2)",46
"7260","Female","2011","Monaghan","Other Asian countries (2)",47
"7261","Both sexes","2011","State","Asia (2)",79021
"7262","Male","2011","State","Asia (2)",40447
"7263","Female","2011","State","Asia (2)",38574
"7264","Both sexes","2011","Leinster","Asia (2)",56411
"7265","Male","2011","Leinster","Asia (2)",28712
"7266","Female","2011","Leinster","Asia (2)",27699
"7267","Both sexes","2011","Carlow","Asia (2)",572
"7268","Male","2011","Carlow","Asia (2)",289
"7269","Female","2011","Carlow","Asia (2)",283
"7270","Both sexes","2011","Dublin","Asia (2)",42178
"7271","Male","2011","Dublin","Asia (2)",21618
"7272","Female","2011","Dublin","Asia (2)",20560
"7273","Both sexes","2011","Dublin City","Asia (2)",20568
